SMILES,Tg
Cc1cc(cc(c1C(C(F)(F)F)(C(F)(F)F)c1cccc(c1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C)c1cc(C)c(c(c1)C)C(C(F)(F)F)(C(F)(F)F)c1cccc(c1C)I,598
Ic1ccc(c(c1)Cl)S(=O)(=O)c1ccc(c(c1Cl)Cl)S(=O)(=O)c1ccc(cc1Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,732
Cc1cc(cc(c1Oc1ccc(c(c1)Oc1cc(C)c(c(c1)C)I)C)C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,517
Ic1cc(C)c(c(c1)C)Oc1ccc(c(c1)Oc1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C,517
Ic1cc(cc(c1)C(F)(F)F)C(c1cccc(c1C)C(c1cc(cc(c1)C(F)(F)F)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)(C)C,439
Ic1cc(cc(c1)C(F)(F)F)S(=O)(=O)c1cccc2c1cccc2S(=O)(=O)c1cc(cc(c1)C(F)(F)F)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,618
Ic1cc(C)c(c(c1)C)Sc1cc2ccccc2cc1Sc1c(C)cc(cc1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,535
Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1Cl)Cl)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,667
Ic1ccc(cc1)S(=O)(=O)c1c(C)cc(c(c1C)S(=O)(=O)c1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C,702
Clc1cc(cc(c1)S(=O)(=O)c1cc(I)cc(c1)C(=O)O)S(=O)(=O)c1cc(cc(c1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C(=O)O,604
Ic1ccc(c(c1)C)Oc1cc(Oc2ccc(c(c2)C)N2C(=O)c3c(C2=O)cccc3c2ccc3c(c2)C(=O)N(C3=O)I)cc(c1)C(F)(F)F,508
Cc1cc(ccc1Oc1cc(Oc2ccc(c(c2)C)I)cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,508
Clc1cc(ccc1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C(=O)c1ccc(cc1)C(=O)c1ccc(c(c1)Cl)I,549
Ic1cc(C)c(c(c1)C)Cc1ccc2c(c1)cc(cc2)Cc1c(C)cc(cc1C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,541
Ic1ccc(cc1)Sc1ccc(cc1Cl)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,489
Ic1ccc(cc1)Sc1ccc(c(c1)Cl)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,489
Ic1cccc(c1)C(c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C(c1cccc(c1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C,514
Cc1cc(C)c(c(c1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C)C(C(F)(F)F)(C(F)(F)F)c1c(C)cc(c(c1C)I)C,564
Cc1cc(C)c(c(c1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1C)C(C(F)(F)F)(C(F)(F)F)c1c(C)cc(c(c1C)I)C,564
Ic1ccc(c(c1)Sc1ccc(c(c1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C)C,496
Cc1ccc(cc1Sc1ccc(c(c1)I)C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,496
Ic1ccc(nc1)Cc1cc2ccccc2cc1Cc1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,508
Ic1ccc(cn1)Oc1c(C)cc(cc1C)Oc1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,506
Ic1ccc(nc1)Oc1cc(C)c(c(c1)C)Oc1ccc(nc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,506
Ic1cc(Oc2cc(cc(c2)N2C(=O)c3c(C2=O)cccc3c2ccc3c(c2)C(=O)N(C3=O)I)C(=O)O)cc(c1)C(=O)O,563
Cc1ccc(cc1Cc1cc(ccc1C)Cc1ccc(c(c1)I)C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,487
Ic1ccc(c(c1)Cc1cc(ccc1C)Cc1ccc(c(c1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C)C,487
Ic1ccc(cn1)Sc1ccc2c(c1)cc(cc2)Sc1ccc(nc1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,471
Cc1cc(cc(c1Oc1ccc(c(c1)Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C)c1cc(C)c(c(c1)C)Oc1ccc(c(c1)Cl)I,563
Clc1cc(ccc1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C(c1ccc2c(c1)cc(cc2)C(c1ccc(c(c1)Cl)I)(C)C)(C)C,532
Ic1ccc(cn1)C(c1cc(cc(c1)C(F)(F)F)C(c1ccc(cn1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)(C)C,553
Ic1ccc(nc1)C(c1cc(cc(c1)C(F)(F)F)C(c1ccc(nc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)(C)C,553
Clc1cc(cc(c1)I)Cc1cc(Cc2cc(Cl)cc(c2)N2C(=O)c3c(C2=O)cccc3c2ccc3c(c2)C(=O)N(C3=O)I)cc(c1)C(F)(F)F,471
Ic1cccc(c1)C(=O)c1ccc(cc1)C1(c2ccc(cc2)C(=O)c2cccc(c2)n2c(=O)c3c(c2=O)cc2c(c3)c(=O)n(c2=O)I)c2ccccc2c2c1cccc2,587
Ic1ccc(c(c1)C)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,700
Cc1cc(ccc1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)S(=O)(=O)c1cc(C)c(c(c1)C)S(=O)(=O)c1ccc(c(c1)C)I,745
Cc1cc(cc(c1S(=O)(=O)c1ccc(c(c1)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C)S(=O)(=O)c1ccc(c(c1)C)I,745
Clc1cc(I)cc(c1)Oc1cccc(c1C)Oc1cc(Cl)cc(c1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,455
Ic1ccc(cn1)Cc1ccc(cc1)Cc1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,517
Ic1ccc(nc1)Cc1ccc(cc1)Cc1ccc(nc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,517
Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1cccc(c1C)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,570
Ic1ccc(cn1)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C,552
Ic1ccc(nc1)C(C(F)(F)F)(C(F)(F)F)c1cc(ccc1C)C(C(F)(F)F)(C(F)(F)F)c1ccc(nc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,552
O=C(c1cccc(c1C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)c1ccc2c(c1)cc(cc2)C(=O)c1cccc(c1C)I,514
Ic1ccc(cc1)Oc1ccc2c(c1)C(=O)c1c2ccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,513
Ic1cccc(c1)C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)c1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,561
Ic1ccc(c(c1)C)Sc1cccc(c1C)Sc1ccc(c(c1)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,519
Cc1cc(ccc1Sc1cccc(c1C)Sc1ccc(c(c1)C)I)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,519
Ic1ccc(c(c1)C)Oc1cc(C)c(cc1C)Oc1ccc(c(c1)C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,535
Cc1cc(ccc1Oc1cc(C)c(cc1C)Oc1ccc(c(c1)C)I)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,535
Ic1cccc(c1)S(=O)(=O)c1ccc2c(c1)c1cc(ccc1C2(C)C)S(=O)(=O)c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,565
Clc1cc(Cc2ccc(cn2)Cc2cc(Cl)cc(c2)I)cc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,505
Clc1cc(Cc2ccc(nc2)Cc2cc(Cl)cc(c2)I)cc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,505
Ic1ccc(cc1)C(c1cc(Cl)cc(c1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C,527
O=C1c2cccc(c2C(=O)N1c1ccc(c(c1)C(c1ccc(cc1Cl)C(c1ccc(c(c1)I)C)(C)C)(C)C)C)c1ccc2c(c1)C(=O)N(C2=O)I,433
Ic1ccc(c(c1)C(c1ccc(cc1Cl)C(c1ccc(c(c1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C)(C)C)(C)C)C,433
Ic1ccc(c(c1)Cl)Sc1cc(Sc2ccc(c(c2)Cl)N2C(=O)c3c(C2=O)cccc3c2ccc3c(c2)C(=O)N(C3=O)I)cc(c1)C(F)(F)F,471
Clc1cc(ccc1Sc1cc(Sc2ccc(c(c2)Cl)I)cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,471
Ic1ccc(cc1)C(=O)c1cc(ccc1C)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,542
Ic1ccc(cc1)C(=O)c1ccc(c(c1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C,542
Clc1c(ccc(c1Cl)C(C(F)(F)F)(C(F)(F)F)c1cc(C)c(c(c1)C)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1Cl)Cl)I)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,623
Clc1c(ccc(c1Cl)C(C(F)(F)F)(C(F)(F)F)c1c(C)cc(cc1C)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1Cl)Cl)I)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,623
Ic1ccc(cc1Cl)C(c1cc(cc(c1)C(F)(F)F)C(c1ccc(c(c1)Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)(C)C,455
Ic1ccc(c(c1)Oc1cccc(c1)Oc1cc(ccc1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C,492
Cc1cc(cc(c1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C)C(c1cc2ccccc2cc1C(c1cc(C)c(c(c1)C)I)(C)C)(C)C,597
Cc1cc(C)c(c(c1Oc1ccc(cc1)Oc1c(C)cc(c(c1C)I)C)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,535
O=C(c1ccc(c(c1)C)C(=O)c1cc(C)c(c(c1)C)I)c1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,579
O=C(c1cc(C)c(c(c1)C)I)c1ccc(c(c1)C)C(=O)c1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,579
O=C1c2cc(ccc2C(=O)N1c1cc(C)c(c(c1)C)Sc1cc(C)c(c(c1)C)I)c1ccc2c(c1)C(=O)N(C2=O)I,557
Ic1cc(C)c(c(c1)C)Sc1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,557
Ic1ccc(c(c1)C)S(=O)(=O)c1cc(C)c(c(c1)C)S(=O)(=O)c1ccc(c(c1)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,745
Cc1cc(ccc1S(=O)(=O)c1cc(C)c(c(c1)C)S(=O)(=O)c1ccc(c(c1)C)I)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,745
Ic1ccc(c(c1)C)C(c1c(C)cc(cc1C)C(c1ccc(cc1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)(C)C,548
Ic1ccc(c(c1)C)C(c1cc(C)c(c(c1)C)C(c1ccc(cc1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)(C)C,548
Ic1ccc(c(c1)C)Oc1cc(C)c(cc1C)Oc1ccc(cc1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,582
Ic1ccc(c(c1)Cl)Cc1cc(ccc1C)Cc1ccc(cc1Cl)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,509
Ic1ccc(c(c1)Cl)Cc1ccc(c(c1)Cc1ccc(cc1Cl)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C,509
Ic1ccc(cn1)C(=O)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C(=O)c1ccc(nc1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,535
Ic1ccc(c(c1)C(c1ccc2c(c1)[nH]c1c2ccc(c1)C(c1cc(ccc1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)(C)C)C,516
Ic1ccc(cn1)Sc1c(C)cc(cc1C)c1cc(C)c(c(c1)C)Sc1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,500
Ic1ccc(nc1)Sc1c(C)cc(cc1C)c1cc(C)c(c(c1)C)Sc1ccc(nc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,500
Ic1ccc(c(c1)Cl)C(c1ccc(cc1Cl)C(c1ccc(cc1Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)(C)C,464
Ic1ccc(c(c1)Cl)C(c1ccc(c(c1)Cl)C(c1ccc(cc1Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)(C)C,464
Ic1ccc(c(c1)Oc1ccc2c(c1)[nH]c1c2ccc(c1)Oc1cc(ccc1C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C,460
Ic1cc(C)c(c(c1)C)C(c1ccc(c(c1Cl)Cl)C(c1c(C)cc(cc1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)(C)C,634
Ic1ccc(c(c1)C(c1c(C)cc(cc1C)C(c1cc(ccc1C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C)C,481
Ic1ccc(c(c1)C(c1cc(C)c(c(c1)C)C(c1cc(ccc1C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C)C,481
Ic1cc(cc(c1)C(F)(F)F)S(=O)(=O)c1cccc(c1C)S(=O)(=O)c1cc(cc(c1)C(F)(F)F)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,613
Ic1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1c(C)cc(c(c1C)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C,575
Ic1ccc(cn1)C(C(F)(F)F)(C(F)(F)F)c1cc(C)c(c(c1)C)c1c(C)cc(cc1C)C(C(F)(F)F)(C(F)(F)F)c1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,578
Ic1ccc(nc1)C(C(F)(F)F)(C(F)(F)F)c1cc(C)c(c(c1)C)c1c(C)cc(cc1C)C(C(F)(F)F)(C(F)(F)F)c1ccc(nc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,578
Cc1cc(ccc1Oc1ccc(nc1)Oc1ccc(c(c1)C)I)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,517
Ic1ccc(c(c1)C)Oc1ccc(nc1)Oc1ccc(c(c1)C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,517
Cc1cc(ccc1N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C)I,591
Cc1c(cccc1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)Oc1ccc(nc1)Oc1cccc(c1C)I,515
Cc1c(cccc1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)Oc1ccc(cn1)Oc1cccc(c1C)I,515
Ic1ccc(c(c1)Cl)C(=O)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C(=O)c1ccc(cc1Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,579
Cc1c(cccc1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)Sc1ccc(cc1)C1(c2ccc(cc2)Sc2cccc(c2C)I)c2ccccc2c2c1cccc2,514
Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)c1ccc2c(c1)C(=O)N(C2=O)I,636
Clc1c(ccc(c1Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)Sc1ccc(c(c1)Cl)Sc1ccc(c(c1Cl)Cl)I,564
Clc1cc(ccc1Sc1ccc(c(c1Cl)Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)Sc1ccc(c(c1Cl)Cl)I,564
Clc1cc(cc(c1)Cc1cccc(c1C)I)Cc1cccc(c1C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,479
Clc1cc(cc(c1)S(=O)(=O)c1ccc(c(c1)I)C)S(=O)(=O)c1cc(ccc1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,613
Clc1cc(cc(c1)S(=O)(=O)c1cc(I)ccc1C)S(=O)(=O)c1ccc(c(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C,613
Ic1ccc(nc1)Oc1ccc(cn1)Oc1ccc(cn1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,524
Ic1ccc(nc1)Oc1ccc(nc1)Oc1ccc(cn1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,524
Cc1ccc(cc1N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)Cc1cccc2c1cccc2Cc1ccc(c(c1)I)C,496
Cc1cc(Sc2ccc3c(c2)Cc2c3ccc(c2)Sc2cc(C)c(c(c2)C)I)cc(c1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C,527
Cc1cc(Oc2ccc3c(c2)cc(cc3)Oc2cc(C)c(c(c2)C)I)cc(c1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C,564
Clc1cc(cc(c1)Oc1cccc(c1C)I)Oc1cccc(c1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,487
Cc1cc(c(cc1Oc1ccc2c(c1)c1cc(ccc1C2(C)C)Oc1cc(C)c(cc1C)I)C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,525
O=C(c1cccc(c1C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)c1ccc(cc1)C1(c2ccc(cc2)C(=O)c2cccc(c2C)I)c2ccccc2c2c1cccc2,555
Ic1cc(C)c(c(c1)C)C(C(F)(F)F)(C(F)(F)F)c1cc2ccccc2cc1C(C(F)(F)F)(C(F)(F)F)c1c(C)cc(cc1C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,584
Ic1ccc(cn1)S(=O)(=O)c1cc(C)c(cc1C)S(=O)(=O)c1ccc(cn1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,624
Ic1ccc(nc1)S(=O)(=O)c1cc(C)c(cc1C)S(=O)(=O)c1ccc(nc1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,624
Clc1cc(ccc1Sc1ccc(cn1)Sc1ccc(c(c1)Cl)I)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,476
Ic1ccc(c(c1)Cl)Sc1ccc(cn1)Sc1ccc(c(c1)Cl)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,476
Ic1cc(Sc2ccc(cc2)C2(c3ccc(cc3)Sc3cc(cc(c3)C(F)(F)F)N3C(=O)c4c(C3=O)cccc4c3ccc4c(c3)C(=O)N(C4=O)I)c3ccccc3c3c2cccc3)cc(c1)C(F)(F)F,506
Clc1cc(cc(c1)C(=O)c1cc2ccccc2cc1C(=O)c1cc(Cl)cc(c1)I)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,498
Clc1cc(ccc1N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)Cc1cccc(c1C)Cc1ccc(c(c1)Cl)I,509
Cc1cc(c(cc1C(=O)c1ccc2c(c1)Cc1c2ccc(c1)C(=O)c1cc(C)c(cc1C)I)C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,553
Cc1c(cccc1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)Cc1ccc(c(c1Cl)Cl)Cc1cccc(c1C)I,528
Cc1ccc(cc1Cc1cccc(c1C)Cc1ccc(c(c1)I)C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,487
Ic1ccc(c(c1)Cc1cccc(c1C)Cc1ccc(c(c1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C)C,487
Ic1ccc(c(c1)C)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)[nH]c1c2ccc(c1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,553
OC(=O)c1cc(cc(c1)S(=O)(=O)c1ccc(c(c1Cl)Cl)I)S(=O)(=O)c1ccc(c(c1Cl)Cl)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,681
Clc1c(Cl)c(ccc1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C(=O)c1cccc(c1)C(=O)c1ccc(c(c1Cl)Cl)I,575
Clc1cc(ccc1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C(c1cc(C)c(c(c1)C)C(c1ccc(c(c1)Cl)I)(C)C)(C)C,528
Cc1cc(cc(c1C(c1ccc(c(c1)Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)C)C(c1ccc(c(c1)Cl)I)(C)C,528
Ic1ccc(c(c1)C)Cc1ccc2c(c1)C(=O)c1c2ccc(c1)Cc1ccc(cc1C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,537
Cc1cc(cc(c1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C)S(=O)(=O)c1cccc2c1cccc2S(=O)(=O)c1cc(C)c(c(c1)C)I,702
Ic1cc(C)c(c(c1)C)Oc1cc(cc(c1)C(=O)O)Oc1c(C)cc(cc1C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,537
Ic1cc(cc(c1)C(F)(F)F)C(c1cc(cc(c1)C(F)(F)F)C(c1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C,428
Ic1ccc(cn1)Cc1c(C)cc(cc1C)Cc1ccc(nc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,572
Ic1ccc(cn1)Cc1cc(C)c(c(c1)C)Cc1ccc(nc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,572
Ic1cccc(c1)Cc1cc2ccccc2cc1Cc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,487
O=C(c1ccc2c(c1)Cc1c2ccc(c1)C(=O)c1ccc(c(c1)Cl)I)c1ccc(c(c1)Cl)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,529
Ic1cc(C)c(c(c1)C)Cc1ccc2c(c1)Cc1c2ccc(c1)Cc1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,534
