SMILES,Tg
Ic1ccc(c(c1)Cl)C(=O)c1ccc(c(c1)C(=O)c1ccc(cc1Cl)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C,530
Ic1ccc(c(c1)C(=O)c1c(C)cc(c(c1C)C(=O)c1ccc(c(c1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C)C)C,514
O=C1c2cc(ccc2C(=O)N1c1ccc(c(c1)C(=O)c1c(C)cc(c(c1C)C(=O)c1ccc(c(c1)I)C)C)C)c1ccc2c(c1)C(=O)N(C2=O)I,514
Ic1ccc(c(c1)S(=O)(=O)c1ccc2c(c1)C(=O)c1c2ccc(c1)S(=O)(=O)c1cc(ccc1C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C,574
Ic1ccc(c(c1)Oc1ccc2c(c1)cc(cc2)Oc1ccc(c(c1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C)C,480
Cc1ccc(cc1Oc1ccc2c(c1)cc(cc2)Oc1ccc(c(c1)I)C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,480
Ic1ccc(nc1)S(=O)(=O)c1cc(C)c(c(c1)C)c1c(C)cc(cc1C)S(=O)(=O)c1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,619
Cc1cc(cc(c1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C)S(=O)(=O)c1cc(cc(c1)S(=O)(=O)c1cc(C)c(c(c1)C)I)C(F)(F)F,619
Clc1c(ccc(c1Cl)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)Cc1cc(C)c(cc1C)Cc1ccc(c(c1Cl)Cl)I,581
Clc1cc(ccc1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)Cc1ccc(cn1)Cc1ccc(c(c1)Cl)I,559
Clc1cc(ccc1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)Cc1ccc(nc1)Cc1ccc(c(c1)Cl)I,559
Ic1ccc(cn1)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)cc(cc2)C(C(F)(F)F)(C(F)(F)F)c1ccc(nc1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,558
Cc1cc(cc(c1Cc1cc(C)c(c(c1)C)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)I)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,607
Ic1cc(C)c(c(c1)C)Cc1cc(C)c(c(c1)C)c1c(C)cc(cc1C)Cc1cc(C)c(c(c1)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,607
Clc1cc(cc(c1)C(C(F)(F)F)(C(F)(F)F)c1cc(I)ccc1C)C(C(F)(F)F)(C(F)(F)F)c1cc(ccc1C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,529
Ic1ccc(nc1)C(=O)c1cc(cc(c1)C(=O)O)C(=O)c1ccc(cn1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,598
Ic1ccc(c(c1)Cc1ccc(cc1)C1(c2ccc(cc2)Cc2cc(ccc2C)N2C(=O)c3c(C2=O)cc(cc3)c2ccc3c(c2)C(=O)N(C3=O)I)c2ccccc2c2c1cccc2)C,539
Clc1c(ccc(c1Cl)C(c1cc(C)c(c(c1)C)c1c(C)cc(cc1C)C(c1ccc(c(c1Cl)Cl)I)(C)C)(C)C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,592
Ic1cc(cc(c1)C(F)(F)F)C(c1ccc(cc1)c1ccc(cc1)C(c1cc(cc(c1)C(F)(F)F)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)(C)C,552
Clc1cc(I)cc(c1)Oc1ccc2c(c1)[nH]c1c2ccc(c1)Oc1cc(Cl)cc(c1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,446
Ic1ccc(c(c1)C(=O)c1ccc(cn1)C(=O)c1ccc(c(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C)C,555
O=C(c1ccc(c(c1)I)C)c1ccc(nc1)C(=O)c1cc(ccc1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,555
Cc1cc(ccc1I)S(=O)(=O)c1cc2c(cc1C)c1c(S2(=O)=O)cc(c(c1)C)S(=O)(=O)c1ccc(c(c1)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,740
Cc1cc(C)c(c(c1Cc1cc(ccc1C)Cc1c(C)cc(c(c1C)I)C)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,535
Cc1cc(C)c(c(c1Cc1ccc(c(c1)Cc1c(C)cc(c(c1C)I)C)C)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,535
O=C1c2cc(ccc2C(=O)N1c1ccc(c(c1)C)C(c1cccc(c1)C(c1ccc(c(c1)C)I)(C)C)(C)C)c1ccc2c(c1)C(=O)N(C2=O)I,540
Ic1ccc(c(c1)C)C(c1cccc(c1)C(c1ccc(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C,540
Ic1ccc(nc1)S(=O)(=O)c1cccc(c1C)S(=O)(=O)c1ccc(cn1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,593
Clc1cc(Cc2cc(C)c(c(c2)C)n2c(=O)c3c(c2=O)cc2c(c3)c(=O)n(c2=O)I)cc(c1)Cc1cc(C)c(c(c1)C)I,566
Ic1ccc(c(c1)C)Oc1cccc(c1)Oc1ccc(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,505
Cc1cc(ccc1Oc1cccc(c1)Oc1ccc(c(c1)C)I)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,505
Cc1ccc(cc1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)Oc1ccc2c(c1)[nH]c1c2ccc(c1)Oc1ccc(c(c1)I)C,460
Ic1ccc(nc1)Oc1c(C)cc(c(c1C)Oc1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C,490
Ic1ccc(c(c1)C)C(C(F)(F)F)(C(F)(F)F)c1cc(C)c(c(c1)C)c1c(C)cc(cc1C)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,643
Cc1cc(ccc1C(C(F)(F)F)(C(F)(F)F)c1cc(C)c(c(c1)C)c1c(C)cc(cc1C)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C)I)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,643
Clc1c(ccc(c1Cl)C(c1ccc(cn1)C(c1ccc(c(c1Cl)Cl)I)(C)C)(C)C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,578
Clc1c(ccc(c1Cl)C(c1ccc(nc1)C(c1ccc(c(c1Cl)Cl)I)(C)C)(C)C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,578
Ic1ccc(c(c1)Cl)S(=O)(=O)c1ccc2c(c1)Cc1c2ccc(c1)S(=O)(=O)c1ccc(c(c1)Cl)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,589
O=C1c2cccc(c2C(=O)N1c1ccc(c(c1)Cl)S(=O)(=O)c1ccc2c(c1)Cc1c2ccc(c1)S(=O)(=O)c1ccc(c(c1)Cl)I)c1ccc2c(c1)C(=O)N(C2=O)I,589
Ic1ccc(cn1)C(C(F)(F)F)(C(F)(F)F)c1ccc(nc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,578
Ic1ccc(cc1C)Cc1ccc2c(c1)c1cc(ccc1C2(C)C)Cc1ccc(c(c1)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,573
Cc1cc(ccc1N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)Oc1ccc(cc1)C1(c2ccc(cc2)Oc2ccc(c(c2)C)I)c2ccccc2c2c1cccc2,559
Ic1ccc(c(c1)Cl)C(c1ccc(cc1)C(c1ccc(cc1Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)(C)C,588
Ic1ccc(cn1)Cc1c(C)cc(c(c1C)Cc1ccc(nc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C,547
Cc1cc(cc(c1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C)C(=O)c1cccc(c1C)C(=O)c1cc(C)c(c(c1)C)I,607
Ic1cc(cc(c1)C(F)(F)F)C(=O)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C(=O)c1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,519
Ic1cccc(c1)C(C(F)(F)F)(C(F)(F)F)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)c1ccc2c(c1)C(=O)N(C2=O)I,545
Cc1cc(ccc1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)Cc1ccc2c(c1)[nH]c1c2ccc(c1)Cc1ccc(c(c1)C)I,509
Ic1cc(C)c(c(c1)C)C(=O)c1ccc2c(c1)c1cc(ccc1C2(C)C)C(=O)c1c(C)cc(cc1C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,559
Ic1ccc(cn1)S(=O)(=O)c1ccc2c(c1)[nH]c1c2ccc(c1)S(=O)(=O)c1ccc(nc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,615
Cc1cc(Sc2cc(C)c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)c2ccc3c(c2)C(=O)N(C3=O)I)cc(c1c1c(C)cc(cc1C)Sc1cc(C)c(c(c1)C)I)C,529
Cc1cc(cc(c1N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C)Cc1cccc(c1C)Cc1cc(C)c(c(c1)C)I,534
Clc1cc(ccc1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C(c1ccc(c(c1)C)C(c1ccc(c(c1)Cl)I)(C)C)(C)C,472
Cc1cc(ccc1C(c1ccc(c(c1)Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)C(c1ccc(c(c1)Cl)I)(C)C,472
Ic1cc(C)c(c(c1)C)Cc1ccc(cc1)C1(c2ccc(cc2)Cc2cc(C)c(c(c2)C)N2C(=O)c3c(C2=O)cccc3c2ccc3c(c2)C(=O)N(C3=O)I)c2ccccc2c2c1cccc2,577
Cc1cc(cc(c1Cc1ccc(cc1)C1(c2ccc(cc2)Cc2cc(C)c(c(c2)C)I)c2ccccc2c2c1cccc2)C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,577
Clc1cc(ccc1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C(c1ccc(cc1)c1ccc(cc1)C(c1ccc(c(c1)Cl)I)(C)C)(C)C,544
Cc1ccc(cc1Oc1ccc(cn1)Oc1ccc(c(c1)I)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,505
Ic1ccc(c(c1)Oc1ccc(cn1)Oc1ccc(c(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C)C,505
Ic1cc(Oc2ccc3c(c2)Cc2c3ccc(c2)Oc2cc(cc(c2)C(F)(F)F)N2C(=O)c3c(C2=O)cccc3c2ccc3c(c2)C(=O)N(C3=O)I)cc(c1)C(F)(F)F,475
Ic1cc(C)c(c(c1)C)C(=O)c1ccc2c(c1)C(=O)c1c2ccc(c1)C(=O)c1cc(C)c(c(c1)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,610
Cc1cc(cc(c1C(=O)c1ccc2c(c1)C(=O)c1c2ccc(c1)C(=O)c1cc(C)c(c(c1)C)I)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,610
Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,611
Ic1cc(C)c(c(c1)C)Oc1c(C)cc(cc1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,655
Ic1ccc(cn1)C(c1ccc2c(c1)C(=O)c1c2ccc(c1)C(c1ccc(cn1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C,527
Ic1ccc(nc1)C(c1ccc2c(c1)C(=O)c1c2ccc(c1)C(c1ccc(nc1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C,527
Cc1cc(ccc1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)S(=O)(=O)c1ccc(cc1)N(c1ccc(cc1)S(=O)(=O)c1ccc(c(c1)C)I)c1ccccc1,614
OC(=O)c1cc(cc(c1)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C)I)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,649
Ic1ccc(c(c1)C)C(=O)c1cc(C)c(c(c1)C)C(=O)c1ccc(c(c1)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,638
Cc1cc(ccc1C(=O)c1cc(C)c(c(c1)C)C(=O)c1ccc(c(c1)C)I)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,638
Ic1cc(cc(c1)C(=O)O)Oc1c(C)cc(cc1C)c1cc(C)c(c(c1)C)Oc1cc(cc(c1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C(=O)O,542
Ic1ccc(cc1)Cc1cccc(c1)Cc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,561
O=C1c2cccc(c2C(=O)N1c1cccc(c1C)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1cccc(c1C)I)c1ccc2c(c1)C(=O)N(C2=O)I,552
Ic1ccc(cc1)Cc1cc2ccccc2cc1Cc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,528
O=C1c2cccc(c2C(=O)N1c1cc(C)c(c(c1)C)S(=O)(=O)c1ccc2c(c1)c1cc(ccc1C2(C)C)S(=O)(=O)c1cc(C)c(c(c1)C)I)c1ccc2c(c1)C(=O)N(C2=O)I,617
Ic1cc(C)c(c(c1)C)S(=O)(=O)c1ccc2c(c1)c1cc(ccc1C2(C)C)S(=O)(=O)c1cc(C)c(c(c1)C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,617
Ic1ccc(c(c1)Cl)Sc1cccc(c1C)Sc1ccc(cc1Cl)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,472
Ic1ccc(c(c1)Cl)S(=O)(=O)c1ccc2c(c1)[nH]c1c2ccc(c1)S(=O)(=O)c1ccc(c(c1)Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,619
Clc1cc(ccc1S(=O)(=O)c1ccc2c(c1)[nH]c1c2ccc(c1)S(=O)(=O)c1ccc(c(c1)Cl)I)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,619
Ic1cc(Oc2cccc(c2)Oc2cc(cc(c2)n2c(=O)c3c(c2=O)cc2c(c3)c(=O)n(c2=O)I)C(=O)O)cc(c1)C(=O)O,542
Ic1cc(C)c(c(c1)C)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1cc(C)c(c(c1)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,653
Cc1cc(cc(c1C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1cc(C)c(c(c1)C)I)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,653
Ic1ccc(c(c1)C)Sc1ccc(cc1)Sc1ccc(cc1C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,503
Ic1cccc(c1)Cc1cc(Cc2cccc(c2)N2C(=O)c3c(C2=O)cc(cc3)c2ccc3c(c2)C(=O)N(C3=O)I)cc(c1)C(=O)O,498
Ic1ccc(c(c1)Cl)S(=O)(=O)c1cc(C)c(cc1C)S(=O)(=O)c1ccc(cc1Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,709
Ic1ccc(cc1)Oc1c(C)cc(c(c1C)Oc1ccc(cc1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C,549
Ic1ccc(c(c1)C)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,594
O=C1c2cc(ccc2C(=O)N1c1ccc(c(c1)C)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(c(c1)C)I)c1ccc2c(c1)C(=O)N(C2=O)I,594
Cc1c(cccc1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)Cc1ccc(cc1)c1ccc(cc1)Cc1cccc(c1C)I,552
Ic1ccc(c(c1)C)Cc1c(C)cc(cc1C)Cc1ccc(cc1C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,553
Ic1ccc(c(c1)C)Cc1cc(C)c(c(c1)C)Cc1ccc(cc1C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,553
Ic1cccc(c1)Cc1cc(C)c(c(c1)C)c1c(C)cc(cc1C)Cc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,516
Ic1cccc(c1)C(c1cc2ccccc2cc1C(c1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)(C)C)(C)C,537
Ic1ccc(c(c1)Cl)S(=O)(=O)c1cccc(c1)S(=O)(=O)c1ccc(cc1Cl)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,596
Clc1cc(cc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C(=O)c1ccc2c(c1)Cc1c2ccc(c1)C(=O)c1cc(Cl)cc(c1)I,521
Cc1cc(cc(c1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C)S(=O)(=O)c1cc(C)c(c(c1)C)S(=O)(=O)c1cc(C)c(c(c1)C)I,741
Cc1cc(cc(c1S(=O)(=O)c1cc(C)c(c(c1)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C)S(=O)(=O)c1cc(C)c(c(c1)C)I,741
Cc1cc(c(cc1S(=O)(=O)c1ccc(c(c1)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C)S(=O)(=O)c1ccc(c(c1)C)I,745
Ic1ccc(c(c1)Cl)Oc1cc(ccc1C)Oc1ccc(c(c1)Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,525
Clc1cc(ccc1Oc1cc(ccc1C)Oc1ccc(c(c1)Cl)I)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,525
Ic1cccc(c1)S(=O)(=O)c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)S(=O)(=O)c1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,614
Clc1cc(cc(c1)I)Cc1ccc2c(c1)cc(cc2)Cc1cc(Cl)cc(c1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,480
Ic1cc(C)c(c(c1)C)S(=O)(=O)c1ccc(cc1)c1ccc(cc1)S(=O)(=O)c1c(C)cc(cc1C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,640
Ic1ccc(c(c1)Cc1ccc(cn1)Cc1ccc(c(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C)C,528
Cc1ccc(cc1Cc1ccc(cn1)Cc1ccc(c(c1)I)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,528
Ic1ccc(c(c1)Cl)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)ccc(c2)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1Cl)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,606
Cc1ccc(cc1N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)Oc1ccc(c(c1Cl)Cl)Oc1ccc(c(c1)I)C,502
Ic1ccc(nc1)C(C(F)(F)F)(C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)c1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,549
Ic1cc(cc(c1)C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)c1cc2ccccc2cc1C(C(F)(F)F)(C(F)(F)F)c1cc(cc(c1)C(F)(F)F)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,572
Ic1ccc(cn1)C(=O)c1ccc(cc1)C1(c2ccc(cc2)C(=O)c2ccc(cn2)N2C(=O)c3c(C2=O)cc(cc3)c2ccc3c(c2)C(=O)N(C3=O)I)c2ccccc2c2c1cccc2,571
Ic1ccc(nc1)C(=O)c1ccc(cc1)C1(c2ccc(cc2)C(=O)c2ccc(nc2)N2C(=O)c3c(C2=O)cc(cc3)c2ccc3c(c2)C(=O)N(C3=O)I)c2ccccc2c2c1cccc2,571
Ic1cc(cc(c1)C(F)(F)F)Oc1c(C)cc(cc1C)Oc1cc(cc(c1)C(F)(F)F)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,491
Ic1cc(Oc2cc(C)c(c(c2)C)Oc2cc(cc(c2)C(F)(F)F)N2C(=O)c3c(C2=O)cc(cc3)c2ccc3c(c2)C(=O)N(C3=O)I)cc(c1)C(F)(F)F,491
Cc1c(cccc1I)Cc1ccc2c(c1)c1cc(ccc1C2(C)C)Cc1cccc(c1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,536
Ic1cc(C)c(c(c1)C)C(c1c(C)cc(cc1C)c1cc(C)c(c(c1)C)C(c1c(C)cc(cc1C)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)(C)C)(C)C,574
Ic1cc(C)c(c(c1)C)C(=O)c1c(C)cc(cc1C)C(=O)c1c(C)cc(cc1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,641
Ic1cc(C)c(c(c1)C)C(=O)c1cc(C)c(c(c1)C)C(=O)c1c(C)cc(cc1C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,641
Ic1cc(Cc2c(C)cc(c(c2C)Cc2cc(cc(c2)C(F)(F)F)n2c(=O)c3c(c2=O)cc2c(c3)c(=O)n(c2=O)I)C)cc(c1)C(F)(F)F,522
Cc1cc(Cc2ccc3c(c2)[nH]c2c3ccc(c2)Cc2cc(C)c(c(c2)C)I)cc(c1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C,549
Cc1cc(cc(c1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C)C(C(F)(F)F)(C(F)(F)F)c1cccc2c1cccc2C(C(F)(F)F)(C(F)(F)F)c1cc(C)c(c(c1)C)I,630
Cc1cc(ccc1Oc1ccc(c(c1)C)Oc1ccc(c(c1)C)I)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,531
Ic1ccc(c(c1)C)Oc1ccc(c(c1)C)Oc1ccc(c(c1)C)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,531
Cc1cc(Sc2ccc(cc2)c2ccc(cc2)Sc2cc(C)c(c(c2)C)I)cc(c1N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)C,516
Cc1c(cccc1N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)Cc1ccc(c(c1)Cc1cccc(c1C)I)C,495
Cc1c(cccc1N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I)Cc1cc(ccc1C)Cc1cccc(c1C)I,495
Ic1cccc(c1)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)Cc1c2ccc(c1)C(C(F)(F)F)(C(F)(F)F)c1cccc(c1)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,563
Ic1ccc(c(c1)C)N1C(=O)c2c(C1=O)c(ccc2)c1ccc2c(c1)C(=O)N(C2=O)I,641
O=C1c2cccc(c2C(=O)N1c1ccc(c(c1)C)I)c1ccc2c(c1)C(=O)N(C2=O)I,641
Cc1cc(ccc1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C(=O)c1ccc(c(c1)C(=O)c1ccc(c(c1)C)I)C,602
Cc1cc(ccc1n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I)C(=O)c1cc(ccc1C)C(=O)c1ccc(c(c1)C)I,602
Ic1ccc(c(c1)C)C(c1ccc(cc1)C1(c2ccc(cc2)C(c2ccc(c(c2)C)n2c(=O)c3c(c2=O)cc2c(c3)c(=O)n(c2=O)I)(C)C)c2ccccc2c2c1cccc2)(C)C,622
Cc1cc(ccc1C(c1ccc(cc1)C1(c2ccc(cc2)C(c2ccc(c(c2)C)I)(C)C)c2ccccc2c2c1cccc2)(C)C)n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)I,622
Cc1cc(Oc2ccc(nc2)Oc2cc(C)c(c(c2)C)I)cc(c1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C,525
Cc1cc(Oc2ccc(cn2)Oc2cc(C)c(c(c2)C)I)cc(c1N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I)C,525
